date,close,regime,contracts,shares,capital,delta,gamma,vega,friction,return
2024-10-17,570.6275634765625,Range,-20,1652.2728053424469,974887.9832936598,0.8261364026712235,0.037275775814419765,5.688396330311527,55.56939046451666,0.001662527014791193
2024-10-18,572.8223876953125,Range,9,102.65070410822455,997348.4088849118,-0.11405633789802727,0.04113118353619697,37.697370956723006,286.5447278671223,0.023038980863595793
2024-10-21,571.8817749023438,Range,10,215.74173294995163,997621.452638645,-0.21574173294995164,0.04332457963287209,33.90908000256,20.06584245150629,0.00027376967898162796
2024-10-22,571.5780029296875,Range,13,356.7983087698142,999117.2604697514,-0.2744602375152417,0.046301821468594094,30.200050823557774,26.04813907652654,0.0014993741635669355
2024-10-23,566.355224609375,Range,-20,-1413.4880645190212,969177.0468174526,-0.7067440322595107,0.02971514782431938,16.38570142043335,328.685213794495,-0.029966666413331566
2024-10-24,567.580078125,Range,-20,-1414.745222986716,970008.773247397,-0.7073726114933581,0.03433442040580924,14.200653851883313,0.21406143039291725,0.000858178010586963
2024-10-25,567.3840942382812,Range,-20,-1649.483222803834,970779.2551859368,-0.824741611401917,0.029411790531312824,8.046741430185422,39.95598222286239,0.0007943040926943201
2024-10-28,569.1381225585938,Range,-20,-1726.3534548535538,971585.1908913811,-0.863176727426777,0.03432612374309821,4.729437806137241,13.124933864826287,0.0008301946102977631
2024-10-29,570.0592651367188,Range,-10,67.90626527512723,973562.0916899471,0.06790626527512722,0.03931655480544011,37.76610016470899,328.67888203885747,0.002034716890602528
2024-10-30,568.3345947265625,Range,-11,-98.69275616559565,973753.5783467748,-0.08972068742326877,0.0452774310162325,34.76419174196541,29.039042757053508,0.00019668664018679394
2024-10-31,557.1934814453125,Range,1,76.45058293985471,983902.6054927452,-0.7645058293985472,0.01939808835748188,15.491562174843388,43.816474081213215,0.010422582644780798
2024-11-01,559.545166015625,Range,-20,-1434.8310794894808,959730.1490480421,-0.7174155397447404,0.024350853549802952,15.788932240279102,275.16970251486237,-0.024567936206040697
2024-11-04,558.3399047851562,Range,-20,-1713.6379086881816,960467.2527299564,-0.8568189543440909,0.017875102926232293,8.322010356940321,46.70069354047618,0.0007680322251473193
2024-11-05,565.09130859375,Range,-20,-1052.7792058150549,959468.0927765771,-0.5263896029075275,0.047574653192539416,15.535656687330752,112.03365276064301,-0.001040285288789744
2024-11-06,579.1425170898438,Range,20,-1794.9718417734537,976488.9833963055,0.897485920886727,0.018375847063434786,3.837806462538821,163.11969155476035,0.01773992355542764
2024-11-07,583.6205444335938,Range,-9,-20.982863682027116,938115.1241020254,-0.023314292980030127,0.026044471727429637,38.78858440220833,342.5315550567716,-0.03929779029437974
2024-11-08,586.1486206054688,Range,-10,109.1123275901158,937635.098622985,0.1091123275901158,0.027800269340150233,35.744296240874405,23.903762483093622,-0.0005116914403229256
2024-11-11,586.7072143554688,Range,-11,160.58781108879757,937621.2915120411,0.14598891917163415,0.030381535524224196,32.416360036914895,9.999452669014268,-1.4725462990972105e-05
2024-11-12,584.8846435546875,Trend,-12,34.720918759508976,937866.2669275006,0.028934098966257482,0.03496574907779982,29.37814208161185,22.90412119773796,0.00026127330690672856
2024-11-13,585.1687622070312,Trend,-14,65.25220414961366,938057.0713052728,0.04660871724972404,0.04149486695342313,25.427855197477193,6.739377562433446,0.00020344518669723755
2024-11-14,581.4061279296875,Trend,20,649.9252740090816,962230.332998883,-0.3249626370045408,0.04612282873770714,18.92506084259328,123.11171338541337,0.025769499994253042
2024-11-15,573.9591674804688,Trend,20,1868.0163844615765,965544.9324723267,-0.9340081922307883,0.012527054829800889,2.661532519362534,209.7403679012021,0.0034447048277030934
2024-11-18,576.310791015625,Trend,9,-102.82572368384501,958679.4438099457,0.11425080409316113,0.025278325546608665,37.92560156664524,373.48968573293007,-0.007110480757018256
2024-11-19,578.41748046875,Trend,11,-251.74480605834174,960351.7691902419,0.2288589145984925,0.026296467892684132,34.13134593027892,28.002549973741637,0.0017444051722337317
2024-11-20,578.6134643554688,Trend,12,-304.3644591724209,960360.3350732181,0.25363704931035075,0.028520302440510098,30.8579437794432,10.129643956834258,8.919526418349477e-06
2024-11-21,581.7196044921875,Trend,15,-704.2083030876086,962444.904416222,0.4694722020584057,0.02819330993617009,24.01773235337069,72.72729483012004,0.002170611661970634
2024-11-22,583.5226440429688,Trend,20,-1252.150335738313,966531.6777221685,0.6260751678691565,0.026586627547191485,17.106292399606374,100.83411525199043,0.004246241303989651
2024-11-25,585.5020141601562,Trend,20,-1620.9118402100764,965045.8800784543,0.8104559201050381,0.02037254034879934,8.800523781512133,64.77318108388407,-0.0015372467120952082
2024-11-26,588.5592041015625,Range,20,-1961.914706185501,964536.4463818561,0.9809573530927505,0.004321932729525098,0.9467000124455056,60.210112618454296,-0.0005278854685714096
2024-11-27,586.77587890625,Range,9,-123.9625306571084,951663.6695960528,0.1377361451745649,0.025049938570821002,38.43217540004315,356.5559586765271,-0.013346076070107293
2024-11-29,590.4208374023438,Range,11,-364.7500917607042,953629.7664917993,0.3315909925097311,0.024907196372442326,33.159452775219215,44.91579070155311,0.002065957710228661
2024-12-02,591.4791870117188,Range,13,-627.0786591878203,952975.9980647463,0.48236819937524644,0.029298232911300796,26.960901730354237,48.43558016645376,-0.0006855579072977402
2024-12-03,591.7535400390625,Range,16,-862.4843786574431,954886.8383561606,0.5390527366609019,0.03071235461931082,22.664222493337785,44.44943550459544,0.0020051295051446427
2024-12-04,595.4280395507812,Range,20,-1593.5170273535944,958973.9611830863,0.7967585136767972,0.020725724202878607,11.535972279671276,134.74963131338825,0.00428021694587577
2024-12-05,594.4481201171875,Range,20,-1704.0856950320422,957580.154434036,0.8520428475160211,0.020733882985885795,7.418378914448121,19.718200993594596,-0.001453435448164564
2024-12-06,595.5750122070312,Range,20,-1997.8991264866997,956756.8769284075,0.9989495632433498,0.0005650721287201566,0.0697827664073935,52.49638140755922,-0.000859747877831829
2024-12-09,592.508056640625,Trend,8,124.09625836274199,946742.1954960279,-0.15512032295342748,0.045483227183902,38.64919302882112,394.8723035466189,-0.010467321086346293
2024-12-10,590.6658325195312,Trend,10,352.911838229601,947881.3916145873,-0.352911838229601,0.045280805277732566,32.742750773659644,41.81022328406211,0.0012032801791013181
2024-12-11,595.232177734375,Trend,8,-67.31617897789559,947329.0781692964,0.08414522372236949,0.05152748188719482,33.2626704125497,76.15044302313446,-0.0005826820213762351
2024-12-12,592.1649780273438,Trend,9,238.5631194243286,947864.7364543995,-0.26507013269369845,0.05395158974803444,28.10543124630679,54.871251109015446,0.0005654405606743129
2024-12-13,592.0474243164062,Trend,8,265.85809166271054,946741.2901499604,-0.3323226145783882,0.06014266141411091,23.501736657378995,5.323783859118358,-0.0011852390549325076
2024-12-16,594.5755004882812,Trend,4,12.920638668544647,944659.6945413679,-0.03230159667136162,0.08367409861348125,21.11425263137137,46.487095241580434,-0.0021986952827025563
2024-12-17,592.1257934570312,Trend,8,554.3219691450469,945567.4550864837,-0.6929024614313086,0.08777817875698794,8.833111150301695,97.32482514832846,0.000960939214789347
2024-12-18,574.4783935546875,Trend,9,-18.852383073953412,943065.9403675323,0.020947092304392678,0.028763408820689288,38.18412251662036,115.70716894700885,-0.002645516938527326
2024-12-19,574.3020629882812,Trend,10,-3.7189864183073684,943288.0333136554,0.0037189864183073684,0.031276967985136045,35.352577198834716,3.523340097656374,0.00023550097253699498
2024-12-20,581.1998901367188,Trend,-13,545.8219931999166,918286.1885817173,0.4198630716922436,0.027504319350378212,28.026597057649095,119.19182406393948,-0.026504995132939024
2024-12-23,584.6803588867188,Trend,-19,1216.9289744445311,911372.7029988895,0.6404889339181743,0.02335334737696493,19.3126279384866,124.35637892012986,-0.007528682962667288
2024-12-24,591.1790771484375,Trend,5,-450.37706357832155,950773.0987344844,0.900754127156643,0.01005386169157511,6.612500333483066,332.23310528115815,0.04323192433342271
2024-12-26,591.218505859375,Trend,15,-1433.7967063155136,966951.0468316319,0.955864470877009,0.006336825200789575,2.771590921511186,189.32942370280134,0.017015571978930666
2024-12-27,584.9949951171875,Trend,20,-1825.0682056875507,971584.737000396,0.9125341028437755,0.015494473435239324,3.4135322697785497,73.30815027002247,0.004792062828772092
2024-12-30,578.3192138671875,Trend,10,35.898728317644455,975738.0461578704,-0.03589872831764446,0.024613044657204507,38.413737616614426,357.8409193367219,0.004274778101493348
2024-12-31,576.21533203125,Trend,11,175.38588967144543,975956.9493099432,-0.15944171788313222,0.026515108004967793,34.76014629431605,25.198272144518075,0.00022434622994849107
2025-01-02,574.7994995117188,Trend,12,316.2442593601207,976060.9764635365,-0.26353688280010057,0.02814400003599427,30.522292548774622,25.31331029221359,0.0001065898999610404
2025-01-03,581.9865112304688,Trend,13,-205.30820562005317,978051.9736290161,0.15792938893850245,0.03060837505945289,28.67690126946108,91.99277254261273,0.0020398286720706427
2025-01-06,585.3390502929688,Trend,17,-675.3099246920353,980732.0986761089,0.39724113217178547,0.031357502392810356,22.25166562399183,86.1149395692102,0.0027402685331212595
2025-01-07,578.7222900390625,Trend,18,154.7167678906059,981495.8687871938,-0.0859537599392255,0.042980368450372675,20.448675621550237,144.7742037600813,0.0007787754801906743
2025-01-08,579.56787109375,Trend,14,49.8764565665212,975558.1457825105,-0.035626040404658,0.06102929086270366,14.550599522806706,20.107294119127868,-0.006049666833565337
2025-01-10,570.7192993164062,Trend,10,-76.60185311545325,981978.4748818217,0.07660185311545326,0.02232479528699536,37.772324614060956,52.37023771153209,0.006581185475276197
2025-01-13,571.604248046875,Trend,11,-130.0513944127274,982286.6045488715,0.11822854037520675,0.023874518767292637,34.79988660947572,10.36065291069604,0.0003137845430745134
2025-01-14,572.3906860351562,Trend,12,-198.7310006907533,981990.5130907701,0.1656091672422944,0.026335853477694824,31.469907857849677,12.875369012500428,-0.0003014308214427386
2025-01-15,582.802490234375,Trend,20,-1290.076877971445,997396.5659225562,0.6450384389857224,0.017760781859828215,19.0968274962992,202.36876849435788,0.015688596403336197
2025-01-16,581.6817626953125,Trend,20,-1333.5487202773218,995236.4749884269,0.6667743601386609,0.019731746975858614,15.853904069546772,7.586033358028533,-0.0021657292675069106
2025-01-17,587.5217895507812,Trend,20,-1822.282014505161,995088.8660464287,0.9111410072525805,0.008821822592899941,4.910481933020508,86.14243789133658,-0.00014831544633642224
2025-01-21,592.8995971679688,Trend,20,-1995.4758068410306,995039.6370477852,0.9977379034205154,0.0004896075095741845,0.14079162297655828,30.805958912378973,-4.947196207616411e-05
2025-01-22,596.2326049804688,Range,-9,97.05431468618548,930247.9176080395,0.10783812742909499,0.024358724251071506,39.28109517161782,408.27838359380956,-0.06511471204501795
2025-01-23,599.4868774414062,Range,10,-275.5228401377324,954912.7074456277,0.27552284013773237,0.02475976010482568,34.68055393441954,88.7538187544568,0.026514211287899547
2025-01-24,597.73681640625,Range,11,-221.76348662089444,954759.6915735916,0.20160316965535857,0.028776371529077138,32.511572896996825,10.629622340102376,-0.0001602406909479992
2025-01-27,589.2816162109375,Range,13,411.60114783954594,958678.916313264,-0.3166162675688815,0.029155294741623487,27.254739937185015,113.94229124055464,0.004104933182938364
2025-01-28,594.3448486328125,Range,14,24.451073481402062,958566.3672005098,-0.01746505248671576,0.036773637706745646,25.864546366332295,69.8096267283513,-0.00011740021694350844
2025-01-29,591.6804809570312,Range,19,508.2225282176874,960587.2522660922,-0.2674855411672039,0.04241373437427222,19.83562533967473,89.25822634183193,0.0021082369825726754
2025-01-30,594.8560791015625,Range,20,1.5996388465531197,957585.9209418701,-0.0007998194232765599,0.0651277788152993,14.9493214827217,90.850203807898,-0.0031244754884491854
2025-01-31,591.6903076171875,Range,9,-121.29431189870137,959017.808118926,0.13477145766522375,0.025317077474494607,38.77914253006552,54.488327362201474,0.0014953093458678346
2025-02-03,587.70849609375,Range,10,81.4404278824717,959832.401394577,-0.08144042788247169,0.027431132279250408,35.989612957099936,36.79184981685847,0.0008494037011146371
2025-02-04,591.6510009765625,Range,11,-152.3384333462814,960345.2226493467,0.1384894848602558,0.029384879530344365,32.745518842314304,42.465785365066395,0.0005342820830225303
2025-02-05,594.0499877929688,Range,13,-402.81371373859383,960878.4748520588,0.30985670287584144,0.03193158985501179,27.57728519964482,46.41277558780245,0.0005552713650629482
2025-02-06,596.1146240234375,Range,18,-879.7930962750453,964276.7281055744,0.4887739423750252,0.03225143482886087,20.911675908065153,89.58383210032798,0.003536610864385059
2025-02-07,590.6580200195312,Range,18,-166.8084363061041,963258.2205481275,0.09267135350339117,0.050002060743792404,20.850589579815157,126.33903226846604,-0.0010562399026758928
2025-02-10,594.6693115234375,Range,20,-1203.467177301163,963057.3691532452,0.6017335886505815,0.0489227850963707,10.460175931593126,186.02933785618242,-0.0002085125157489376
2025-02-11,595.1216430664062,Range,-9,54.24868192044598,940487.0517954737,0.06027631324493998,0.029555951695424777,39.456896458282785,252.6138772136586,-0.023436108876479733
2025-02-12,593.2044677734375,Range,-10,-64.957773579974,939960.50471271,-0.06495777357997401,0.031642789232495624,36.39547520907202,22.121182987009853,-0.0005598663817416583
2025-02-13,599.4672241210938,Range,-1,33.26326764227634,948573.42787664,0.3326326764227634,0.030423104401472775,30.715230309535666,26.02720643138823,0.00916306921487342
2025-02-14,599.4376831054688,Range,-14,559.4392290969104,937601.7292828828,0.39959944935493596,0.0367526350338316,26.266386070468105,104.56676726165372,-0.01156652534355418
2025-02-18,601.1976318359375,Range,-20,1161.6614849973735,933435.204252501,0.5808307424986867,0.03519580299390046,18.88287068877374,113.18924754597573,-0.0044438111623028576
2025-02-19,602.61328125,Range,-20,1563.384288987886,934933.3174968035,0.7816921444939431,0.029097670807102544,10.038887270375081,72.62504911970201,0.0016049461574594304
2025-02-20,600.1063232421875,Range,-20,1531.8147566349119,936579.139118568,0.7659073783174559,0.04453321312808136,7.430132706831606,5.683522796045588,0.0017603625744893048
2025-02-21,589.8419189453125,Range,9,-39.4870732123205,941488.9950563614,0.04387452579146722,0.03012626527290743,39.15950463001937,305.59340929888583,0.005242328953017461
2025-02-24,587.1578979492188,Range,-10,-137.19411690002832,922267.5809427412,-0.1371941169000283,0.0326135672324086,35.60869705426767,33.959091845348055,-0.020415973223850026
2025-02-25,584.2379150390625,Range,-12,-428.8767196151716,920657.5740727889,-0.35739726634597635,0.032540881408660544,29.479556239027872,52.88641445022291,-0.0017457047208647714
2025-02-26,584.532958984375,Range,14,586.3189449462192,943699.1005430685,-0.4187992463901566,0.03814435197814972,25.23314826885088,197.43569104113382,0.02502724913058474
2025-02-27,575.2025146484375,Range,-20,-1833.3854447273975,896635.6622724053,-0.9166927223636987,0.01082768265283807,5.588948390088049,462.70647544552753,-0.04987123357813905
2025-02-28,584.178955078125,Range,-20,-1062.1624233872656,894175.7122103195,-0.5310812116936328,0.04016828153571853,15.972468831574973,135.15967762160182,-0.002743533595185643
2025-03-03,573.9441528320312,Range,-20,-1987.162341742028,888348.2212481484,-0.993581170871014,0.00168739824377012,0.35150942916723577,159.26948835294667,-0.006517165343001841
2025-03-04,567.1505126953125,Range,-10,157.3054911569554,920830.1186924586,0.1573054911569554,0.025242094868798432,36.97477420257704,398.7364551603405,0.036564374945978306
2025-03-05,573.24609375,Range,-12,546.4241421916648,917523.454685595,0.4553534518263873,0.022062801239445415,29.372063846403105,69.42906428231422,-0.003590959873857047
2025-03-06,563.0703735351562,Trend,11,76.7526697958754,941149.1629931593,-0.06977515435988674,0.02796690626091247,31.52046285781335,102.95422036794339,0.02574943254792328
2025-03-07,566.2262573242188,Trend,-13,143.01286647643258,915387.2428815806,0.11000989728956351,0.03074071978608236,28.188725434949706,33.5543248585151,-0.027372834322720307
2025-03-10,551.1444702148438,Trend,20,1443.0548610282256,956928.7310233507,-0.7215274305141128,0.018133096464261807,13.33491062958123,260.3023332955852,0.04538132737244638
2025-03-11,546.5628051757812,Trend,-20,-1858.050750894669,882147.343118001,-0.9290253754473343,0.007906198637902945,3.8053281422082077,607.9212926403324,-0.0781472908911175
2025-03-12,549.4631958007812,Trend,-20,-1940.4129536434955,882749.7662584805,-0.9702064768217478,0.005389055400572247,1.3030470501556861,13.576499740668641,0.000682905350426033
2025-03-13,542.138671875,Trend,10,-134.78898482368513,942516.3894314927,0.13478898482368512,0.021290380368303267,35.53141403917844,333.81618905881044,0.06770505692267914
2025-03-14,553.3369140625,Trend,14,-760.3050293284941,952834.7164789415,0.5430750209489243,0.015591879055813903,25.828676483540153,110.72971126969684,0.01094763673411836
2025-03-17,557.60400390625,Trend,20,-1419.7604228722746,964168.3264900321,0.7098802114361373,0.012921422649956488,17.90683035331216,121.52137882900625,0.011894623290986228
2025-03-18,551.5770263671875,Trend,18,-1020.7072935141216,959768.8138677482,0.5670596075078453,0.01867474223289803,20.385305870796607,68.89451274345977,-0.004563013014853845
2025-03-19,557.5842895507812,Trend,20,-1611.99267767682,963268.1790267921,0.8059963388384099,0.012151329520859544,10.441542341226134,102.35919269435522,0.0036460500783952465
2025-03-20,555.9718627929688,Trend,20,-1703.0150571905626,961359.3169097251,0.8515075285952813,0.012284250203198371,6.95738440758389,15.181764568231214,-0.0019816517960714597
2025-03-21,556.1552734375,Trend,20,-1917.566393826808,959902.1236821667,0.958783196913404,0.006124630152117155,1.7399476080514629,35.797157187993655,-0.0015157633591594832
2025-03-24,566.1151733398438,Trend,9,-72.26360905402984,923909.9853893808,0.08029289894892205,0.017602662729898872,37.45045845228201,360.4283942342949,-0.037495633570140074
2025-03-25,567.4760131835938,Trend,10,-131.75337452402985,924437.3939287737,0.13175337452402985,0.018776521594780462,34.45541080639757,11.644690496276713,0.0005708440732681286
2025-03-26,560.7013549804688,Trend,11,157.3826886260678,925623.9762255823,-0.14307517147824345,0.020486439840066786,31.00045987813304,50.042921731454115,0.001283572370180508
2025-03-27,559.2123413085938,Trend,13,305.10268717456194,926829.173977073,-0.23469437474966304,0.022343747231905946,26.88224413414101,27.3666255050503,0.001302038173649267
2025-03-28,547.9506225585938,Trend,20,1460.3952254232252,941997.0867856968,-0.7301976127116125,0.01469439301855986,12.974196914032694,201.7166473162759,0.016365381274671575
2025-03-31,551.6289672851562,Trend,20,1455.8864150003715,939436.640350411,-0.7279432075001857,0.018597227114435545,10.725484724222623,0.7461571311729981,-0.002718104409454858
2025-04-01,553.18701171875,Trend,20,1695.0245331703325,936646.8552901361,-0.8475122665851662,0.017785895778572352,4.995061248225939,39.68643029354581,-0.002969636205837456
2025-04-02,556.687744140625,Trend,10,-104.42966595786251,934757.6171753297,0.10442966595786252,0.01858930796760915,36.6968896133587,346.54298947112704,-0.0020170228556644076
2025-04-03,529.2537841796875,Trend,18,1218.9711915752619,972909.9312465268,-0.6772062175418121,0.010074454281135922,19.983325976691443,231.1500781424814,0.04081519462391392
2025-04-04,498.2696838378906,Trend,20,1914.3282704780238,995742.8889694648,-0.9571641352390119,0.0019754476266001754,3.601222636069929,114.13779050134752,0.023468727155126823
2025-04-07,497.3821716308594,Trend,-20,-1960.297968935126,765231.171099229,-0.9801489844675628,0.0011499821186963686,1.6592709290581693,784.697759817913,-0.23149722726998512
2025-04-08,489.5917663574219,Trend,-8,-798.7540749402178,842914.7159694507,-0.9984425936752723,0.00013932179857158858,0.14291710326795684,240.93326554191887,0.10151644078825472
2025-04-09,541.0084838867188,Vol_Expansion,19,709.9115297646442,899750.4800709825,-0.37363764724454956,0.01330654644501838,17.078877147275247,303.8372355831533,0.06742765670684014
2025-04-10,517.3019409179688,Vol_Expansion,20,1886.373432185521,912633.1688706987,-0.9431867160927605,0.003445196780886338,2.11900732636374,185.99634370675588,0.014318068270105178
2025-04-11,526.5320434570312,Vol_Expansion,9,-65.56907519729106,890300.0278888885,0.07285452799699005,0.007765109617197998,34.86326996939246,414.70604837048586,-0.02447110377266415
2025-04-14,531.6401977539062,Vol_Expansion,10,-156.61266417592313,891256.0091669584,0.15661266417592312,0.008253507437953582,32.09428949790313,17.939911855469564,0.001073774287457585
2025-04-15,530.151123046875,Vol_Expansion,11,-150.08314842232568,891387.5440085201,0.1364392258384779,0.009131809998647765,29.35500131199055,4.138856557935199,0.00014758367989542442
2025-04-16,518.3668823242188,Vol_Expansion,13,131.69128332339344,895338.242556758,-0.1013009871718411,0.010426955517937427,25.843886714393477,49.37450690625109,0.00443207735489759
2025-04-17,519.1064453125,Vol_Expansion,15,165.55519470596246,895298.6122564687,-0.11037012980397498,0.012056742670947819,22.379225899845295,10.073438851446504,-4.426293707293638e-05
2025-04-21,506.7503356933594,Vol_Expansion,20,964.2750705452006,905311.1283437108,-0.4821375352726003,0.01226798005772969,14.612317248657387,133.16803716903064,0.01118343751478279
2025-04-22,519.9348754882812,Vol_Expansion,20,370.7767734627772,898063.678386388,-0.18538838673138863,0.01986742522181097,12.712170315136959,92.57413895881703,-0.008005479807347782
2025-04-23,527.9915161132812,Vol_Expansion,9,-17.174872104337148,906212.3286318377,0.019083191227041274,0.007615329431303068,35.09631508407281,170.64387454462383,0.00907357734374803
2025-04-24,539.1051635742188,Vol_Expansion,10,-190.608175232847,908706.6757289375,0.190608175232847,0.007730620132984536,32.234780820596306,31.682916516430268,0.00275249742062722
2025-04-25,543.0003662109375,Vol_Expansion,12,-318.0658066579222,913013.1493279845,0.26505483888160186,0.008176817003293018,28.81413910170949,27.579805027242493,0.004739123981446047
2025-04-28,543.2074584960938,Vol_Expansion,13,-376.8373185665439,912032.8883487836,0.289874860435803,0.009031179091958724,25.48039709772386,12.661390903133082,-0.0010736548317211714
2025-04-29,546.6292724609375,Vol_Expansion,16,-628.9812176532422,916050.0665344323,0.3931132610332764,0.00980307003816393,20.8438136247282,49.769559538116596,0.004404641802908893
2025-04-30,546.8462524414062,Vol_Expansion,20,-931.5654696794749,919495.4179313642,0.4657827348397374,0.011306022294878187,16.021099755298614,59.27769287424107,0.003761095078532284
2025-05-01,550.7216796875,Vol_Expansion,20,-1405.3682408825787,910378.6473754239,0.7026841204412893,0.011177365247078632,8.040402411078674,78.28003739926967,-0.009914971165871256
2025-05-02,558.896728515625,Vol_Expansion,9,-30.72106407339461,890572.5052294569,0.03413451563710512,0.007129625156354401,37.12724375266398,346.9019306375658,-0.02175593880971083
2025-05-05,555.6918334960938,Vol_Expansion,9,23.875284154248668,885354.5796533625,-0.02652809350472074,0.008268070418364316,34.188441608481426,9.10162345464309,-0.0058590687961448396
2025-05-06,551.047119140625,Vol_Expansion,11,157.64713730542928,885540.185451081,-0.1433155793685721,0.010099317961808942,30.46500596568774,27.867930828764433,0.00020964007188073452
2025-05-07,553.364501953125,Vol_Expansion,12,139.68395143827826,884823.093135582,-0.11640329286523188,0.011323917403366359,27.516694387218287,5.538335527734542,-0.0008097795303707578
2025-05-08,557.2203369140625,Vol_Expansion,14,62.31458418886642,884877.3945044699,-0.04451041727776173,0.013308844341742456,24.217031769741208,17.25567937938329,6.136974646020477e-05
2025-05-09,556.51025390625,Trend,-17,-281.0453554460142,830530.5597717911,-0.16532079732118482,0.02641674791737532,19.352612032164444,91.12467741217901,-0.06141736139966936
2025-05-12,574.9015502929688,Trend,-20,1805.0155288242831,814837.0755368205,0.9025077644121415,0.010964530198940324,3.6601273728637445,363.9358896971605,-0.018895733637161793
2025-05-13,578.6981811523438,Trend,8,2.0786528595573284,867431.1357614051,-0.0025983160744466605,0.016604588458991817,38.47765798301395,361.3495768471042,0.06454549234880513
2025-05-14,579.4376831054688,Trend,-9,15.663597556076713,836106.5841067937,0.017403997284529682,0.0179551460286352,35.66061451410756,29.476024926207675,-0.03611185990818233
2025-05-15,582.267822265625,Trend,-10,123.44246698589446,835817.9857107166,0.12344246698589445,0.01947471936942221,32.32794338606077,20.29046315435794,-0.0003451693857733362
2025-05-16,585.9560546875,Trend,-12,380.9801492242962,835865.4000290541,0.3174834576869135,0.022639918184259877,27.08785610103683,47.76509982497575,5.6728042645781684e-05
2025-05-19,586.596923828125,Trend,-15,580.9711556080566,833965.0481377105,0.38731410373870445,0.02496437330133061,22.462558704429576,38.56534750661242,-0.00227351424197908
2025-05-20,584.6246337890625,Trend,2,-78.05798176988996,853143.7070803115,0.3902899088494498,0.036250672871912346,18.23954150725514,128.78063942721033,0.022996957708752763
2025-05-21,574.7733154296875,Trend,-20,-1071.3030945264052,838035.008423144,-0.5356515472632026,0.0441505378491995,11.052164812186792,185.09526842698438,-0.017709441600259335
2025-05-22,575.0001831054688,Trend,0,-0.0,851549.2205905992,0.04448676767983023,0.022302968627253304,38.17253904914566,210.4533641450025,0.016126071144550114
2025-05-23,571.0753173828125,Trend,-7,-109.62538161657334,842579.0056223641,-0.1566076880236762,0.025047296653082855,34.47496947405688,26.830351035448615,-0.01053399469030547
2025-05-27,582.9483032226562,Trend,-12,508.2938169557382,833091.8912038634,0.4235781807964485,0.021832085698889017,28.026117253474983,114.44491207093294,-0.011259614060159406
2025-05-28,579.5757446289062,Trend,-12,343.19623350425405,834051.3562040705,0.28599686125354506,0.02639066155104772,27.2385923821222,28.70596645959807,0.0011516916805187627
2025-05-29,581.8635864257812,Trend,-16,721.308245466421,830901.7715339016,0.45081765341651314,0.02718984380362065,21.168137419605305,70.09264598681402,-0.003776247885385997
2025-05-30,581.2127685546875,Trend,-20,971.8064743737926,829467.2307886966,0.4859032371868963,0.03216884021501241,16.69614061511193,47.11487821025721,-0.0017264865647798056
2025-06-02,584.4867553710938,Trend,-20,1655.8919702626092,831314.6240470868,0.8279459851313047,0.02207778623089702,5.78115544009067,119.95167356654402,0.0022272046318618788
2025-06-03,587.8197631835938,Trend,-8,-40.20407420745009,845054.0228443878,-0.050255092759312614,0.021716867796707912,39.00680680036878,336.1204059658602,0.016527315170294488
2025-06-04,587.6619873046875,Trend,-9,-62.86662905723248,844720.4076366794,-0.06985181006359165,0.02376585576269154,36.036654168458405,5.204114686577396,-0.00039478565711759117
2025-06-05,584.8218994140625,Trend,-10,-233.76739355394704,844415.5515407226,-0.23376739355394704,0.025545539800343114,31.443041133215758,31.112523312900045,-0.00036089585761245324
2025-06-06,590.8275146484375,Trend,-11,90.23299358099888,843453.9566513109,0.08202999416454443,0.029019649532184295,29.53909493340009,58.41350685576913,-0.001138769753419644
2025-06-09,591.3599243164062,Trend,-13,157.04132870348465,843161.7724459072,0.12080102207960358,0.03336476515553817,25.445228217153495,13.564491063854849,-0.00034641393652801167
2025-06-10,594.7127685546875,Trend,-18,713.1754171952255,840340.6731984891,0.3962085651084586,0.03602656943547343,18.473576298057296,103.12453952288948,-0.003345857627338189
2025-06-11,593.0166015625,Trend,-20,927.2046717519743,845104.8672931659,0.4636023358759871,0.06463686022842387,12.310353956008445,38.940627947565225,0.005669360351848063
2025-06-12,595.3734741210938,Trend,-8,60.27298056530945,848118.3425904234,0.07534122570663682,0.02959586192982354,39.40999390125306,181.89424686317759,0.0035658004277143718
2025-06-13,588.7171020507812,Trend,-10,-323.80363926415635,844777.9172381507,-0.32380363926415634,0.027901492988392555,33.2133814678886,69.89592504348185,-0.0039386311844995525
2025-06-16,594.3184204101562,Trend,-10,-1.4315821653571592,844505.0678994311,-0.0014315821653571592,0.03229465022197757,33.39744856074895,57.4774955277993,-0.0003229835121775215
2025-06-17,589.2398681640625,Trend,-12,-430.49689218320736,842356.4070456529,-0.3587474101526728,0.03203698233824595,26.56975650371146,77.63719235764172,-0.002544284143992992
2025-06-18,589.1510009765625,Trend,-15,-637.7556254066425,840828.7377098217,-0.4251704169377617,0.035244776932066166,21.91127745699176,39.055415430276355,-0.0018135664702653154
2025-06-20,587.7673950195312,Trend,-20,-1243.5712488270037,837776.0960431462,-0.6217856244135018,0.03442575230626335,14.168240657170614,110.71333617033905,-0.0036305153829422343
2025-06-23,593.5730590820312,Trend,-20,-402.4020425593,839291.4270815217,-0.20120102127965,0.07587457587673933,14.440254748929956,149.78861369097748,0.0018087542071592022
